data_area_type,data_area_type_FR,data_area,data_area_FR,entity,entity_FR,attribute,attribute_FR,attribute_data_type,attribute_data_type_FR,attribute_description,attribute_description_FR,NEED
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Student Program Repository,Bassin d'étudiants,Student Candidate Information,Information sur l'étudiant,Text,Texte,Information on the student.,Information sur l'étudiant.,
HR Business Line Data,Données du secteur d'activité RH,Performance,Rendement,Talent Management Plan,Plan de gestion de talent,Talent Management Plan Date *,Plan de gestion de talent Date *,Date,Date,*The effective date for the talent management plan.,*La date d'entrée en vigueur du plan de gestion des talents.,
HR Business Line Data,Données du secteur d'activité RH,Performance,Rendement,Talent Management Plan,Plan de gestion de talent,Talent Management Plan Detail *,Plan de gestion de talent Détail *,Text,Texte,*A description of the what the employee's talent management plan entails.,*Une description du plan de gestion des talents de l'employé(e).,
HR Business Line Data,Données du secteur d'activité RH,Performance,Rendement,Talent Management Plan,Plan de gestion de talent,Talent Management Plan Desired Outcome *,Plan de gestion de talent Résultat souhaité *,Text,Texte,*The desired outcome of the employee's talent management plan.,*Le résultat souhaité du plan de gestion des talents de l'employé(e).,
HR Business Line Data,Données du secteur d'activité RH,Performance,Rendement,Talent Management Plan,Plan de gestion de talent,Talent Management Plan Employee *,Plan de gestion de talent Employé(e) *,Text,Texte,* Employee signature with respect to the talent management plan.,*Signature de l'employé concernant le plan de gestion des talents.,
HR Business Line Data,Données du secteur d'activité RH,Performance,Rendement,Talent Management Plan,Plan de gestion de talent,Talent Management Plan Manager *,Plan de gestion de talent Gestionnaire *,Text,Texte,* Manager signature with respec to the talent management plan.,*Signature du gestionnaire en ce qui concerne le plan de gestion des talents.,
HR Business Line Data,Données du secteur d'activité RH,Performance,Rendement,Talent Management Plan,Plan de gestion de talent,Talent Management Plan Employee Comment *,Plan de gestion de talent Commentaire de l'employé(e) *,Text,Texte,*Any comments by the employee regarding the talent management plan.,*Tout commentaire de l'employé concernant le plan de gestion des talents.,
HR Business Line Data,Données du secteur d'activité RH,Performance,Rendement,Talent Management Plan,Plan de gestion de talent,Talent Management Plan Manager Comment *,Plan de gestion de talent Commentaire du gestionnaire *,Text,Texte,*Any comments by the manager regarding the talent management plan.,*Tout commentaire du gestionnaire concernant le plan de gestion des talents.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Tax Information,Renseignements fiscaux,Tax Year,Année d'imposition,Year,Année,The taxation year to which the tax information is applicable.,Année d'imposition à laquelle s'appliquent les renseignements fiscaux.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Tax Information,Renseignements fiscaux,Tax Type,Type de montant personnel (impôt),Code,Code,The type of the personal tax amount.,Type de montant personnel (impôt).,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Tax Information,Renseignements fiscaux,Tax Amount,Montant - impôts,Amount,Montant,The amount of tax credit or deduction used in calculation employee's pay.,Montant du crédit d'impôt ou de la retenue utilisé pour calculer la paie de l'employé.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Tax Information Status,Statut des renseignements fiscaux,Tax Information Status,Statut des renseignements fiscaux,Code,Code,The status of the tax information provided by the employee.,Statut des renseignements fiscaux fournis par l'employé.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Tax Information Status,Statut des renseignements fiscaux,Tax Information Status Date,Date du statut des renseignements fiscaux,Date,Date,The date when the status of the tax information took effect.,Date à laquelle entre en vigueur le statut des renseignements fiscaux.,
HR Business Line Data,Données du secteur d'activité RH,Classification,Classification,TBS Terms & Conditions,SCT Conditions d'emploi,TBS Terms & Conditions,SCT Conditions d'emploi,Text,Texte,The term and condition information from TBS when there is no collective agreement.,Conditions imposées par le SCT en l'absence de convention collective.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Telephone,Téléphone,Primary Telephone Indicator,Indicateur téléphonique principal,Indicator,Indicateur,The telephone number that is the primary telephone contact number for the person.,Principal numéro de téléphone permettant de joindre l'employé.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Telephone,Téléphone,Telephone Type,Type de numéro de téléphone,Code,Code,The type of the telephone number.,Type de no de téléphone.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Telephone,Téléphone,Country Code,Code du pays,Code,Code,The country calling code for dialling purposes.,Indicatif téléphonique du pays.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Telephone,Téléphone,Area Code,Indicatif régional,Text,Texte,The area code of the telephone number.,L'indicatif régional du numéro de téléphone.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Telephone,Téléphone,Telephone Number,Numéro de téléphone,Text,Texte,The telephone number of the employee.,Le numéro de téléphone d'un employé.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Telephone,Téléphone,Extension Number,Numéro de poste,Text,Texte,The extension number associated with the telephone number.,Numéro de poste téléphonique.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Work Arrangement *,Régime de travail *,Work Arrangement Effective Date *,Date d'entrée en vigueur du régime de travail *,Date,Date,*The effective date when employee begins working under an initial or a new work arrangement.,*La date à laquelle l'employé commence à travailler dans un régime de travail initial ou d'un nouveau régime de travail.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Work Arrangement *,Régime de travail *,Work Arrangement Type *,Type de régime de travail *,Code,Code,*The type of work arrangement.,*Le type de régime de travail.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Work Arrangement *,Régime de travail *,Work Arrangement Sub Type *,Sous-type de régime de travail *,Code,Code,*The sub type of work arrangement.,*Le sous-type de régime de travail.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Work Arrangement *,Régime de travail *,Work Arrangement Detail *,Détail du régime de travail *,Text,Texte,"*Plan that contains detailed information on the work arrangement such as: modified work arrangement options (as a means to create and revise, as needed, the work arrangement / accommodation plan), the type of accommodation(s) (e.g. flexible, technical, physical), discussion information, refinements and projected follow-up dates between the manager and employee.","*Plan contenant des informations détaillées sur le régime de travail, telles que : les options du régime de travail modifié (comme moyen de créer et de réviser, le cas échéant, le plan du régime de travail / plan d'adaptation), le type d'adaptation (par exemple, flexible, technique, physique), les informations sur les discussions, les améliorations et les dates de suivi prévues entre le gestionnaire et l'employé(e).",
